N,1212,,,*,1,1,PER,3,9,42.3,+,40,53,35,15.5,14.6,0.9,13.7,1,0.5,22,S0-a,11815,"IC 1883","UGC 2560",,,,,,,,,
N,1213,,,*,1,1,PER,3,9,17.3,+,38,38,57,15,14.4,0.6,15.3,1.8,1.4,54,Sd,11789,"IC 1881","UGC 2557","MCG 6-7-45","CGCG 524-58",,,,,,,
N,1214,,,*,1,1,ERI,3,6,56,-,9,32,39,15,14,1,13.2,1.3,0.3,40,S0-a,11675,"MCG -2-8-51","HCG 23A",,,,,,,,,
N,1215,,,*,1,1,ERI,3,7,9.6,-,9,35,34,15,14.1,0.9,14.8,1.8,1.2,65,Sa,11687,"MCG -2-8-55","HCG 23B",,,,,,,,,
N,1216,,,*,1,1,ERI,3,7,18.5,-,9,36,45,15.7,14.8,0.9,13.3,0.8,0.2,65,S0-a,11693,"MCG -2-8-56","HCG 23C",,,,,,,,,
N,1217,,1,*,1,1,FOR,3,6,6,-,39,2,9,13,12.1,0.9,12.9,1.8,1.3,50,Sa,11641,"ESO 300-10","MCG -7-7-3","AM 0304-391","IRAS 03041-3913",,,,,,,
N,1217,,2,,1,1,FOR,3,6,5.8,-,39,1,14,15,14.2,0.8,12.3,0.5,0.4,,Sab,11642,"ESO 300-10","MCG -7-7-2","AM 0304-391",,,,,,,,
N,1218,,,*,1,1,CET,3,8,26.1,+,4,6,41,13.8,12.6,1.2,12.8,1.3,1,155,S0-a,11749,"UGC 2555","MCG 1-9-1","CGCG 416-2","3C 78","NPM1G +03.0124",,,,,,
N,1219,,,*,1,1,CET,3,8,28.1,+,2,6,29,13.8,13,0.8,13.3,1,0.8,30,Sc,11752,"UGC 2556","MCG 0-9-6","CGCG 390-6","KUG 0305+019","IRAS 03058+0154",,,,,,
N,1220,,,*,4,,PER,3,11,40.6,+,53,20,53,,11.8,,,2,,,II2p,,"OCL 380",,,,,,,,,,
N,1221,,,*,1,1,ERI,3,8,15.6,-,4,15,35,14.4,13.5,0.9,12.9,1.2,0.4,164,S0-a,11739,"MCG -1-9-2",,,,,,,,,,
N,1222,,,*,1,1,ERI,3,8,56.9,-,2,57,20,13.1,12.5,0.6,12.3,1.1,0.9,169,E-S0,11774,"MCG -1-9-5","MK 603","KUG 0306-031","IRAS 03064-0308",,,,,,,
N,1223,,,*,1,1,ERI,3,8,19.9,-,4,8,19,14.4,13.4,1,13.5,1.2,1,4,cD,11742,"MCG -1-9-3",,,,,,,,,,
N,1224,,,*,1,1,PER,3,11,13.5,+,41,21,48,15,14,1,13.8,1,0.8,0,E-S0,11886,"UGC 2578","MCG 7-7-34","CGCG 540-55",,,,,,,,
N,1225,,,*,1,1,ERI,3,8,47.3,-,4,6,6,14.8,14,0.8,13.5,1,0.6,142,Sb,11766,"MCG -1-9-4",,,,,,,,,,
N,1226,,,*,1,1,PER,3,11,5.4,+,35,23,11,13.9,12.9,1,13.7,1.6,1.3,95,E2,11879,"UGC 2575","MCG 6-8-1","CGCG 525-2","CGCG 524-61",,,,,,,
N,1227,,,*,1,1,PER,3,11,7.8,+,35,19,31,15.1,14.2,0.9,14.2,1,0.9,63,SB0-a,11880,"UGC 2577","CGCG 525-3","CGCG 524-62",,,,,,,,
N,1228,,,*,1,1,ERI,3,8,11.7,-,22,55,21,14.2,13.3,0.9,13.5,1.6,0.9,77,SB0-a,11735,"ESO 480-32","MCG -4-8-26","UGCA 54","Arp 332","VV 260","VV 337",,,,,
N,1229,,,*,1,1,ERI,3,8,10.8,-,22,57,38,14.9,14.1,0.8,14.2,1.4,0.9,74,SBb/P,11734,"ESO 480-33","MCG -4-8-25","UGCA 53","IRAS 03059-2309","VV 260","VV 337","Arp 332",,,,
N,1230,,,*,1,1,ERI,3,8,16.3,-,22,59,2,15.4,14.4,1,12,0.6,0.2,107,S0,11743,"ESO 480-34","MCG -4-8-27","Arp 332","VV 337","AM 0306-231",,,,,,
N,1231,,,*,1,1,ERI,3,6,29.3,-,15,34,9,14.9,14.2,0.7,13.6,0.8,0.8,,Sc,11658,"MCG -3-8-74",,,,,,,,,,
N,1232,,,*,1,1,ERI,3,9,45.3,-,20,34,45,10.5,9.9,0.6,13.9,7.4,6.5,108,SBc,11819,"ESO 547-14","MCG -4-8-32","Arp 41",,,,,,,,
N,1232,A,,,1,1,ERI,3,10,1.8,-,20,35,58,15.3,14.7,0.6,14,0.9,0.7,5,SBm,11834,"ESO 547-16","MCG -4-8-32","Arp 41",,,,,,,,
N,1233,,,*,1,1,PER,3,12,33.1,+,39,19,9,14,13.2,0.8,13.2,1.8,0.6,27,Sb,11955,"NGC 1235","UGC 2586","MCG 6-8-3","IRAS 03093+3907","CGCG 525-6","CGCG 524-65",,,,,
N,1234,,,*,1,1,ERI,3,9,39,-,7,50,45,14.9,14.2,0.7,14.6,1.8,0.9,141,SBcd,11813,"MCG -1-9-11",,,,,,,,,,
N,1235,,,*,7,1,PER,3,12,33.1,+,39,19,9,14,13.2,0.8,13.2,1.8,0.6,27,Sb,11955,"NGC 1233","UGC 2586","MCG 6-8-3","IRAS 03093+3907","CGCG 525-6","CGCG 524-65",,,,,
N,1236,,,*,1,1,ARI,3,11,27.9,+,10,48,32,15.6,14.8,0.8,14,0.9,0.6,27,S,11898,"CGCG 441-3","NPM1G +10.0108",,,,,,,,,
N,1237,,,*,9,1,ERI,3,10,8.9,-,8,41,31,,,,,,,,*2,,,,,,,,,,,,
N,1238,,,*,1,1,ERI,3,10,52.6,-,10,44,51,14.3,13.3,1,14.1,1.6,1.2,110,E3,11868,"MCG -2-9-10","NPM1G -10.0126",,,,,,,,,
N,1239,,,*,1,1,ERI,3,10,53.7,-,2,33,9,14.6,13.6,1,13.1,1.2,0.6,44,S0,11869,"MCG -1-9-12","NPM1G -02.0104",,,,,,,,,
N,1240,,,*,9,1,ARI,3,13,26.6,+,30,30,27,,,,,,,,*2,,,,,,,,,,,,
N,1241,,,*,1,1,ERI,3,11,14.6,-,8,55,20,12.9,12,0.9,13.7,3.4,1.6,145,SBb,11887,"MCG -2-9-11","VV 334","Arp 304","IRAS 03088-0906",,,,,,,
N,1242,,,*,1,1,ERI,3,11,19.3,-,8,54,11,14.3,13.7,0.6,13.3,1.2,0.6,130,SBc,11892,"MCG -2-9-12","VV 334","Arp 304",,,,,,,,
N,1243,,,*,9,1,ERI,3,11,25.4,-,8,56,43,,,,,,,,*2,,,,,,,,,,,,
N,1244,,,*,1,1,HOR,3,6,31,-,66,46,33,13.6,12.8,0.8,12.4,1.9,0.4,2,Sab,11659,"ESO 82-8","AM 0305-665","IRAS 03058-6657",,,,,,,,
N,1245,,,*,4,,PER,3,14,41.4,+,47,14,19,,8.4,,,10,,,III1r,,"OCL 389",,,,,,,,,,
N,1246,,,*,1,1,HOR,3,7,2.3,-,66,56,18,13.9,12.9,1,13,1.3,0.8,31,E5,11680,"ESO 82-9","FAIR 229",,,,,,,,,
N,1247,,,*,1,1,ERI,3,12,14.3,-,10,28,52,13.5,12.5,1,12.9,3.4,0.5,69,Sbc,11931,"MCG -2-9-14","UGCA 58","FGC 396","IRAS 03098-1040",,,,,,,
N,1248,,,*,1,1,ERI,3,12,48.4,-,5,13,29,13.4,12.5,0.9,12.5,1.2,1,90,S0,11970,"MCG -1-9-16",,,,,,,,,,
N,1249,,,*,1,1,HOR,3,10,1.1,-,53,20,10,12.2,11.8,0.4,14.3,4.7,2.5,86,SBc,11836,"ESO 155-6","IRAS 03085-5331",,,,,,,,,
N,1250,,,*,1,1,PER,3,15,21,+,41,21,20,14,12.9,1.1,13.4,2.1,0.6,159,S0,12098,"UGC 2613","MCG 7-7-40","CGCG 540-66",,,,,,,,
N,1251,,,*,9,1,CET,3,14,9.1,+,1,27,25,,,,,,,,*2,,,,,,,,,,,,
N,1252,,,*,9,1,HOR,3,10,44,-,57,45,30,,,,,8,,,*Grp,,"ESO 116-?11",,,,,,,,,,
N,1253,,,*,1,1,ERI,3,14,9.2,-,2,49,23,12.3,11.7,0.6,14.3,5.3,2.3,81,SBc,12041,"MCG -1-9-18","UGCA 62","Arp 279","KUG 0311-030",,,,,,,
N,1253,A,,,1,1,ERI,3,14,23.6,-,2,48,4,14.4,13.9,0.5,14.4,1.3,0.8,80,SBm,12053,"MCG -1-9-19","DDO 31","VV 587","Arp 279","IRAS 03118-0259",,,,,,
N,1254,,,*,1,1,CET,3,14,23.8,+,2,40,40,15.1,14.1,1,13.3,0.8,0.7,42,E-S0,12052,"MCG 0-9-33","CGCG 390-32",,,,,,,,,
N,1255,,,*,1,1,FOR,3,13,32,-,25,43,28,11.4,10.9,0.5,13.4,4.2,2.7,123,SBbc,12007,"ESO 481-13","MCG -4-8-50","UGCA 60","AM 0311-255","IRAS 03113-2554",,,,,,
N,1256,,,*,1,1,ERI,3,13,58.1,-,21,59,11,14.6,13.6,1,12.7,1.1,0.4,108,E/SB0,12032,"ESO 547-23","MCG -4-8-52",,,,,,,,,
N,1257,,,*,9,1,PER,3,16,59.5,+,41,31,46,,,,,,,,*2,,,,,,,,,,,,
N,1258,,,*,1,1,ERI,3,14,5.4,-,21,46,28,13.9,13.2,0.7,13.2,1.3,0.9,17,SBc,12034,"ESO 547-24","MCG -4-8-53",,,,,,,,,
N,1259,,,*,1,1,PER,3,17,17.3,+,41,23,8,15.3,14.3,1,13.4,0.7,0.7,,S0,12208,"MCG 7-7-46",,,,,,,,,,
N,1260,,,*,1,1,PER,3,17,27.2,+,41,24,19,14.2,13.3,0.9,12.5,1.1,0.5,86,S0-a,12219,"UGC 2634","MCG 7-7-47","CGCG 540-81","IRAS 03141+4113",,,,,,,
N,1261,,,*,5,1,HOR,3,12,15.3,-,55,12,59,,8.3,,,6.8,,,II,,"GCL 5","ESO 155-SC11",,,,,,,,,
N,1262,,,*,1,1,ERI,3,15,33.6,-,15,52,48,15,14.2,0.8,13.4,0.9,0.7,135,Sc,12107,"MCG -3-9-14","IRAS 03132-1604",,,,,,,,,
N,1263,,,*,1,1,ERI,3,15,39.5,-,15,5,54,15,14.1,0.9,13,0.7,0.6,0,SB0-a,12114,"MCG -3-9-15",,,,,,,,,,
N,1264,,,*,1,1,PER,3,17,59.5,+,41,31,13,14.9,14.1,0.8,13.6,1,0.5,30,SBab,12270,"UGC 2643","MCG 7-7-50",,,,,,,,,
N,1265,,,*,1,1,PER,3,18,15.8,+,41,51,28,13.2,12.1,1.1,13.1,1.8,1.6,165,E1,12287,"UGC 2651","MCG 7-7-52","CGCG 540-88","3C 83.1",,,,,,,
N,1266,,,*,1,1,ERI,3,16,0.7,-,2,25,36,14,13,1,13.4,1.6,1,115,S0,12131,"MCG -1-9-23","IRAS 03134-0236",,,,,,,,,
N,1267,,,*,1,1,PER,3,18,44.8,+,41,28,3,14.1,13.1,1,13.2,1.1,0.9,30,E2,12331,"UGC 2657","MCG 7-7-55","CGCG 540-92",,,,,,,,
N,1268,,,*,1,1,PER,3,18,45.2,+,41,29,21,14.2,13.4,0.8,12.7,0.9,0.6,120,Sb,12332,"UGC 2658","MCG 7-7-56","CGCG 540-93",,,,,,,,
N,1269,,,*,7,1,ERI,3,17,18.3,-,41,6,26,9.4,8.5,0.9,13.1,11,9.5,72,SB0-a,12209,"NGC 1291","ESO 301-2","MCG -7-7-8","AM 0315-411","IRAS 03154-4117",,,,,,
N,1270,,,*,1,1,PER,3,18,58.1,+,41,28,13,14.3,13.1,1.2,13.5,0.9,0.7,15,E2,12350,"UGC 2660","MCG 7-7-57","CGCG 540-95",,,,,,,,
N,1271,,,*,1,1,PER,3,19,11.2,+,41,21,13,14.9,13.9,1,12.1,0.5,0.2,127,S0,12367,"CGCG 540-96",,,,,,,,,,
N,1272,,,*,1,1,PER,3,19,21.3,+,41,29,26,12.9,11.8,1.1,13.2,2.2,2,0,E1,12384,"UGC 2662","MCG 7-7-58","CGCG 540-98",,,,,,,,
N,1273,,,*,1,1,PER,3,19,26.8,+,41,32,24,14.3,13.2,1.1,13.2,0.8,0.7,144,S0,12396,"MCG 7-7-59","CGCG 540-99",,,,,,,,,
N,1274,,,*,1,1,PER,3,19,40.6,+,41,32,58,15.1,14.1,1,12.6,0.8,0.3,38,E3,12413,"MCG 7-7-62","CGCG 540-102",,,,,,,,,
N,1275,,,*,1,1,PER,3,19,48.1,+,41,30,41,12.6,11.9,0.7,13.2,2.3,1.6,110,S0,12429,"UGC 2669","MCG 7-7-63","CGCG 540-103","3C 84 ","IRAS 03164+4119","Perseus A",,,,,
N,1276,,,*,9,1,PER,3,19,51.1,+,41,38,33,,,,,,,,*2,,,,,,,,,,,,
N,1277,,,*,1,1,PER,3,19,51.4,+,41,34,27,14.7,13.6,1.1,12.3,0.8,0.3,92,S0-a,12434,"MCG 7-7-64","CGCG 540-104",,,,,,,,,
N,1278,,,*,1,1,PER,3,19,54.1,+,41,33,49,13.6,12.4,1.2,13,1.4,1.1,102,E2,12438,"IC 1907","UGC 2670","MCG 7-7-65","CGCG 540-105",,,,,,,
N,1279,,,*,1,1,PER,3,19,59.1,+,41,28,47,15.8,15,0.8,13.3,0.6,0.4,0,S,12448,"PGC 12449",,,,,,,,,,
N,1280,,,*,1,1,CET,3,17,57,-,0,10,8,14.1,13.4,0.7,12.9,0.9,0.8,55,SBc,12262,"UGC 2652","MCG 0-9-50","CGCG 390-51","IRAS 03154-0021",,,,,,,
N,1281,,,*,1,1,PER,3,20,6.3,+,41,37,47,14.5,13.3,1.2,13,0.9,0.4,66,E5,12458,"MCG 7-7-67","CGCG 540-108",,,,,,,,,
N,1282,,,*,1,1,PER,3,20,12,+,41,22,1,13.9,12.9,1,13.4,1.2,0.7,25,E4,12471,"UGC 2675","MCG 7-7-68","CGCG 540-109",,,,,,,,
N,1283,,,*,1,1,PER,3,20,15.5,+,41,23,55,14.7,13.6,1.1,12.7,0.7,0.6,73,E1,12478,"UGC 2676","MCG 7-7-69","CGCG 540-110",,,,,,,,
N,1284,,,*,1,1,ERI,3,17,45.4,-,10,17,19,14.8,13.8,1,13.9,1.3,0.9,30,S0,12247,"MCG -2-9-22","NPM1G -10.0134",,,,,,,,,
N,1285,,,*,1,1,ERI,3,17,53.4,-,7,17,51,13.6,12.8,0.8,13.2,1.5,1.1,34,SBb/P,12259,"MCG -1-9-26","IRAS 03154-0728",,,,,,,,,
N,1286,,,*,1,1,ERI,3,17,48.5,-,7,36,59,14.9,13.9,1,13.1,0.9,0.7,150,S0,12250,"MCG -1-9-25","NPM1G -07.0122",,,,,,,,,
N,1287,,,*,1,1,ERI,3,18,33.3,-,2,43,50,14.8,13.9,0.9,13.1,0.8,0.7,130,Sa,12310,"KUG 0316-029",,,,,,,,,,
N,1288,,,*,1,1,FOR,3,17,13.2,-,32,34,35,12.8,12.1,0.7,13.6,2.3,1.9,166,SBc,12204,"ESO 357-13","MCG -5-8-25","AM 0315-324","IRAS 03152-3245",,,,,,,
N,1289,,,*,1,1,ERI,3,18,49.8,-,1,58,23,13.5,12.6,0.9,13.2,1.8,1.1,100,S0,12342,"IC 314","UGC 2666","MCG 0-9-54","CGCG 390-55",,,,,,,
N,1290,,,*,1,1,ERI,3,19,25.1,-,13,59,21,15.8,14.8,1,13.1,0.5,0.4,85,E?,12395,"NPM1G -14.0161",,,,,,,,,,
N,1291,,,*,1,1,ERI,3,17,18.3,-,41,6,26,9.4,8.5,0.9,13.1,11,9.5,72,SB0-a,12209,"NGC 1269","ESO 301-2","MCG -7-7-8","AM 0315-411","IRAS 03154-4117",,,,,,
N,1292,,,*,1,1,FOR,3,18,14.8,-,27,36,38,12.7,12.2,0.5,13.5,3,1.4,7,Sc,12285,"ESO 418-1","MCG -5-8-26","IRAS 03161-2747",,,,,,,,
N,1293,,,*,1,1,PER,3,21,36.4,+,41,23,36,14.5,13.4,1.1,13.4,0.9,0.9,,E0,12597,"MCG 7-7-75","CGCG 540-116","NPM1G +41.0114",,,,,,,,
N,1294,,,*,1,1,PER,3,21,40,+,41,21,38,14.3,13.2,1.1,13.5,1.1,0.8,0,E-S0,12600,"UGC 2694","MCG 7-7-76","CGCG 540-117","IRAS 03184+4111",,,,,,,
N,1295,,,*,1,1,ERI,3,20,3.2,-,13,59,52,15.3,14.3,1,13.3,0.9,0.5,175,S0,12465,"MCG -2-9-30","NPM1G -14.0162","IRAS 03177-1410",,,,,,,,
N,1296,,,*,1,1,ERI,3,18,49.7,-,13,3,44,15,14.2,0.8,14,1.1,0.9,0,Sab,12341,"MCG -2-9-25","IRAS 03164-1314",,,,,,,,,
N,1297,,,*,1,1,ERI,3,19,14,-,19,6,0,12.8,11.8,1,13.3,2.3,1.9,3,SB0,12373,"ESO 547-30","MCG -3-9-17",,,,,,,,,
N,1298,,,*,1,1,ERI,3,20,13,-,2,6,49,15,14,1,14.7,1.1,0.8,70,E3,12473,"UGC 2683","MCG 0-9-62","CGCG 390-63","NPM1G -02.0115",,,,,,,
N,1299,,,*,1,1,ERI,3,20,9.6,-,6,15,43,13.8,13,0.8,12.5,1.2,0.6,45,Sb,12466,"MCG -1-9-28","KUG 0317-064","IRAS 03176-0626",,,,,,,,
N,1300,,,*,1,1,ERI,3,19,40.7,-,19,24,41,11.1,10.4,0.7,13.8,6.2,4.1,106,SBbc,12412,"ESO 547-31","MCG -3-9-18","UGCA 66","IRAS 03174-1935",,,,,,,
N,1301,,,*,1,1,ERI,3,20,35.4,-,18,42,57,14.1,13.4,0.7,13.2,2.2,0.5,140,SBbc,12521,"ESO 547-32","MCG -3-9-22","IRAS 03183-1853",,,,,,,,
N,1302,,,*,1,1,FOR,3,19,51.1,-,26,3,38,11.6,10.7,0.9,13.5,3.9,3.7,,SB0-a,12431,"ESO 481-20","MCG -4-8-58","IRAS 03177-2614",,,,,,,,
N,1303,,,*,1,1,ERI,3,20,40.7,-,7,23,39,14.9,13.9,1,13,0.8,0.6,28,S0,12527,"MCG -1-9-29","NPM1G -07.0123",,,,,,,,,
N,1304,,,*,1,1,ERI,3,21,12.7,-,4,35,1,14.5,13.5,1,13.7,1.4,0.8,48,E-S0,12575,"NGC 1307","MCG -1-9-30","NPM1G -04.0146",,,,,,,,
N,1305,,,*,1,1,ERI,3,21,22.9,-,2,18,59,14.3,13.3,1,13.4,1.5,1,130,E-S0,12582,"UGC 2697","MCG 0-9-69","CGCG 390-72",,,,,,,,
N,1306,,,*,1,1,FOR,3,21,3,-,25,30,44,13.7,12.9,0.8,12.3,0.8,0.8,,Sb,12559,"ESO 481-23","IRAS 03188-2541",,,,,,,,,
N,1307,,,*,7,1,ERI,3,21,12.7,-,4,35,1,14.5,13.5,1,13.7,1.4,0.8,48,E-S0,12575,"NGC 1304","MCG -1-9-30","NPM1G -04.0146",,,,,,,,
N,1308,,,*,1,1,ERI,3,22,28.5,-,2,45,26,14.6,13.7,0.9,13.7,1.2,0.9,57,S0-a,12643,"MCG -1-9-32",,,,,,,,,,
N,1309,,,*,1,1,ERI,3,22,6.3,-,15,24,0,12,11.5,0.5,13,2.3,2.2,45,Sbc,12626,"MCG -3-9-28","IRAS 03197-1534",,,,,,,,,
N,1310,,,*,1,1,FOR,3,21,3.5,-,37,6,8,12.6,12.1,0.5,13.1,1.9,1.5,95,SBc,12569,"ESO 357-19","MCG -6-8-4","IRAS 03191-3716","FCC 13",,,,,,,
N,1311,,,*,1,1,HOR,3,20,6.7,-,52,11,14,13.4,13,0.4,13.8,3,0.8,40,SBm,12460,"ESO 200-7","IRAS 03186-5222",,,,,,,,,
N,1312,,,*,9,1,TAU,3,23,41.8,+,1,11,4,,,,,,,,*2,,,,,,,,,,,,
N,1313,,,*,1,1,RET,3,18,16,-,66,29,43,9.2,8.7,0.5,13,9.2,7.2,38,SBcd,12286,"ESO 82-11","VV 436","AM 0317-664","IRAS 03176-6640",,,,,,,
N,1313,A,,,1,1,RET,3,20,5.4,-,66,42,7,14.7,13.9,0.8,12.6,1.2,0.3,30,SBb,12457,"ESO 83-1","IRAS 03195-6652",,,,,,,,,
N,1314,,,*,1,1,ERI,3,22,41.1,-,4,11,11,14.9,14.2,0.7,14.9,1.5,1.4,90,Scd,12650,"MCG -1-9-33",,,,,,,,,,
N,1315,,,*,1,1,ERI,3,23,6.5,-,21,22,29,13.5,12.6,0.9,13.3,1.6,1.4,55,SB0-a,12671,"ESO 548-3","MCG -4-9-2","NPM1G -21.0118",,,,,,,,
N,1316,A,,,1,1,FOR,3,23,37.9,-,36,54,14,14.9,14,0.9,12.2,0.7,0.3,60,S0-a,12688,"MCG -6-8-8","FCC 192","IRAS 03217-3704",,,,,,,,
N,1316,B,,,1,1,FOR,3,23,39.5,-,36,54,31,15.1,14.3,0.8,11.8,0.4,0.3,5,Sab,95472,"MCG -6-8-9",,,,,,,,,,
N,1316,C,,,1,1,FOR,3,24,58.4,-,37,0,33,14.4,13.4,1,13.4,1.6,0.7,85,S0,12769,"ESO 357-27","MCG -6-8-12","FCC 33",,,,,,,,
N,1316,,,*,1,1,FOR,3,22,41.4,-,37,12,28,9.4,8.5,0.9,13.4,11,7.2,50,SB0,12651,"ESO 357-22","MCG -6-8-8","Arp 154","FCC 21","IRAS 03208-3723","AM 0320-372","Fornax A",,,,
N,1317,,,*,1,1,FOR,3,22,44.2,-,37,6,12,11.9,11,0.9,12.9,2.8,2.4,78,SBa,12653,"NGC 1318","ESO 357-23","MCG -6-8-6","FCC 22","IRAS 03208-3716",,,,,,
N,1318,,,*,7,1,FOR,3,22,44.2,-,37,6,12,11.9,11,0.9,12.9,2.8,2.4,78,SBa,12653,"NGC 1317","ESO 357-23","MCG -6-8-6","FCC 22","IRAS 03208-3716",,,,,,
N,1319,,,*,1,1,ERI,3,23,56.5,-,21,31,38,13.9,12.9,1,12.7,1.3,0.7,27,S0,12708,"ESO 548-6","MCG -4-9-3",,,,,,,,,
N,1320,,,*,1,1,ERI,3,24,48.6,-,3,2,33,13.3,12.5,0.8,12.5,1.9,0.7,135,Sa,12756,"MCG -1-9-36","MK 607","KUG 0322-032","IRAS 03222-0313",,,,,,,
N,1321,,,*,1,1,ERI,3,24,48.6,-,3,0,55,14.5,13.6,0.9,12.6,0.9,0.5,85,Sa,12755,"MCG -1-9-35","MK 608","KUG 0322-031",,,,,,,,
N,1322,,,*,1,1,ERI,3,24,54.6,-,2,55,7,14.4,13.4,1,13.2,1,0.8,115,E-S0,12761,"MCG -1-9-37","NPM1G -03.0155",,,,,,,,,
N,1323,,,*,1,1,ERI,3,24,56,-,2,49,18,16.1,15.1,1,13.6,0.9,0.3,86,S0,12764,"NPM1G -02.0119",,,,,,,,,,
N,1324,,,*,1,1,ERI,3,25,1.7,-,5,44,43,13.5,12.7,0.8,13.1,2.1,0.8,135,Sb,12772,"MCG -1-9-38","IRAS 03225-0555",,,,,,,,,
N,1325,,,*,1,1,ERI,3,24,25.5,-,21,32,35,12.2,11.5,0.7,13.6,4.8,1.6,56,SBbc,12737,"ESO 548-7","MCG -4-9-4","UGCA 70","IRAS 03221-2143",,,,,,,
N,1325,A,,,1,1,ERI,3,24,48.4,-,21,20,11,13.3,12.7,0.6,14.1,2.1,1.9,144,SBb,12754,"ESO 548-10","MCG -4-9-6","Holmberg VI",,,,,,,,
N,1326,,,*,1,1,FOR,3,23,56.4,-,36,27,51,11.4,10.5,0.9,13,3.9,2.9,77,SB0,12709,"ESO 357-26","MCG -6-8-11","IRAS 03220-3638","FCC 29",,,,,,,
N,1326,A,,,1,1,FOR,3,25,8.5,-,36,21,52,13.8,13.2,0.6,14.3,1.9,1.7,50,SBm,12783,"ESO 357-28","MCG -6-8-13","AM 0323-363","FCC 37",,,,,,,
N,1326,B,,,1,1,FOR,3,25,19.6,-,36,23,4,13.7,13.3,0.4,14.7,3.6,1.1,130,SBd,12788,"ESO 357-29","MCG -6-8-14","AM 0323-363","FCC 39",,,,,,,
N,1327,,,*,1,1,FOR,3,25,23.2,-,25,40,46,15.3,14.5,0.8,13.2,1,0.3,176,SBb,12795,"ESO 481-26","MCG -4-9-8","IRAS 03232-2551",,,,,,,,
N,1328,,,*,1,1,ERI,3,25,39,-,4,7,28,15,14,1,13.3,1,0.6,134,S0,12805,"NPM1G -04.0149",,,,,,,,,,
N,1329,,,*,1,1,ERI,3,26,2.5,-,17,35,30,13.5,12.7,0.8,13,1.4,1.2,35,Sa,12826,"ESO 548-15","MCG -3-9-42",,,,,,,,,
N,1330,,,*,9,1,PER,3,29,4.4,+,41,40,32,,,,,,,,*Grp,,,,,,,,,,,,
N,1331,,,*,1,1,ERI,3,26,28.2,-,21,21,20,14.3,13.4,0.9,13.2,0.9,0.7,3,E2,12846,"IC 324","ESO 548-19","MCG -4-9-12",,,,,,,,
N,1332,,,*,1,1,ERI,3,26,17,-,21,20,4,11.3,10.3,1,12.2,4.5,1.4,115,E-S0,12838,"ESO 548-18","MCG -4-9-11","UGCA 72","IRAS 03240-2130",,,,,,,
N,1333,,,*,2,,PER,3,29,18,+,31,25,0,,,,,6,3,,RN,,"LBN 741",,,,,,,,,,
N,1334,,,*,1,1,PER,3,30,1.7,+,41,49,57,14,13.2,0.8,13.1,1.5,0.7,115,Sbc,13001,"UGC 2759","MCG 7-8-18","CGCG 541-17","IRAS 03266+4139",,,,,,,
N,1335,,,*,1,1,PER,3,30,19.4,+,41,34,24,14.8,13.8,1,13.1,1.1,0.6,174,E-S0,13015,"UGC 2762","MCG 7-8-19","CGCG 541-18",,,,,,,,
N,1336,,,*,1,1,FOR,3,26,32,-,35,42,48,13.1,12.3,0.8,13.4,2.1,1.5,22,E-S0,12848,"ESO 358-2","MCG -6-8-16","FCC 47",,,,,,,,
N,1337,,,*,1,1,ERI,3,28,5.6,-,8,23,18,12.5,11.9,0.6,14.1,5.7,1.5,144,SBc,12916,"MCG -2-9-42",,,,,,,,,,
N,1338,,,*,1,1,ERI,3,28,54.4,-,12,9,11,13.7,12.9,0.8,13.4,1.4,1.3,55,Sb,12956,"MCG -2-9-44","IRAS 03265-1219",,,,,,,,,
N,1339,,,*,1,1,FOR,3,28,6.5,-,32,17,8,12.5,11.6,0.9,12.6,1.5,1.1,172,E3,12917,"ESO 418-4","MCG -5-9-4","FCC 63",,,,,,,,
N,1340,,,*,7,1,FOR,3,28,19.5,-,31,4,5,11.3,10.4,0.9,13.7,4.8,3.1,165,E5,12923,"NGC 1344","ESO 418-5","MCG -5-9-5","AM 0326-311",,,,,,,
N,1341,,,*,1,1,FOR,3,27,58.3,-,37,8,58,12.3,11.8,0.5,12.9,1.2,1.1,89,SBab,12911,"ESO 358-8","MCG -6-8-20","IRAS 03260-3719","FCC 62",,,,,,,
N,1342,,,*,4,,PER,3,31,38,+,37,22,36,,6.7,,,17,,,III3p,,"OCL 401",,,,,,,,,,
N,1343,,,*,1,1,CAS,3,37,49.8,+,72,34,17,13.5,12.7,0.8,14.1,2.6,1.6,80,SBb/P,13384,"UGC 2792","MCG 12-4-1","CGCG 327-5","7ZW 8","IRAS 03324+7224",,,,,,
N,1344,,,*,1,1,FOR,3,28,19.5,-,31,4,5,11.3,10.4,0.9,13.7,4.8,3.1,165,E5,12923,"NGC 1340","ESO 418-5","MCG -5-9-5","AM 0326-311",,,,,,,
N,1345,,,*,1,1,ERI,3,29,31.5,-,17,46,45,14.3,13.8,0.5,14.2,1.5,1.1,108,SBc,12979,"ESO 548-26","MCG -3-9-46","UGCA 74","VV 690","HARO 21","IRAS 03272-1756",,,,,
N,1346,,,*,1,1,ERI,3,30,13.2,-,5,32,35,14,13.2,0.8,12.8,1,0.7,85,Sb,13009,"MCG -1-9-42","KUG 0327-057","IRAS 03277-0542",,,,,,,,
N,1347,,1,*,1,1,ERI,3,29,41.8,-,22,16,45,13.9,13.2,0.7,13.9,1.5,1.3,12,SBc,12989,"ESO 548-27","MCG -4-9-17","VV 23","IRAS 03275-2226","Arp 39","AM 0327-222",,,,,
